Company Name,Industry,Stage,Amount($),HeadQuarter,Funding Year,category
Bikayi,e-commerce,Early Stage,2000000.0,Hyderabad,2020,E-Commerce & Marketplace
Virtual Forest,tech,unknown,111909478.7413793,Bangalore,2020,Technology
The Health company,ai health,unknown,350000.0,Gurugram,2020,Healthcare
TrulyMadly Matchmakers,dating app,Early Stage,110000.0,Gurugram,2020,Other
TrueFan,media,Early Stage,4300000.0,Mumbai,2020,Other
Fanspole,gaming,Early Stage,111909478.7413793,Mumbai,2020,Other
Byju's,edtech,unknown,122000000.0,Bangalore,2020,Technology
Avail Finance,fintech,Series A to Series H,11635000.0,Bangalore,2020,Technology
The Money Club,ai,unknown,111909478.7413793,Delhi,2020,Other
Virohan,healthcare/edtech,Early Stage,2800000.0,Gurgaon,2020,Technology
OneCode,social commerce,Early Stage,111909478.7413793,Gurugram,2020,E-Commerce & Marketplace
Verloop.io,ai,unknown,5000000.0,unknown,2020,Other
Otipy,agritech/commerce,Early Stage,1000000.0,unknown,2020,Technology
Evage,mobility tech,unknown,111909478.7413793,Chandigarh,2020,Technology
LEAD School,edtech,Series A to Series H,28000000.0,Mumbai,2020,Technology
Trell,social e-commerce,Series A to Series H,11000000.0,Bangalore,2020,E-Commerce & Marketplace
Captain Fresh,food & logistics,Early Stage,2300000.0,Bangalore,2020,Food & Agriculture
Teachmint,edtech,unknown,111909478.7413793,Bangalore,2020,Technology
Pixxel,spacetech,Early Stage,5000000.0,Bangalore,2020,Technology
Habbit Health,nutrition tech,Early Stage,111909478.7413793,Delhi,2020,Technology
SmarterBiz,tech,Early Stage,1065000.0,Bangalore,2020,Technology
Able Jobs,hr,unknown,2000000.0,Bangalore,2020,Other
Vieroots,healthtech,unknown,111909478.7413793,Kochi,2020,Technology
Stack Finance,fintech,Early Stage,111909478.7413793,Bangalore,2020,Technology
FPL Technologies,fintech,Series A to Series H,10000000.0,Pune,2020,Technology
Masai School,edtech,Series A to Series H,2500000.0,Bangalore,2020,Technology
Mitron,media,Series A to Series H,5000000.0,Bangalore,2020,Other
Daalchini,iot,Early Stage,669000.0,unknown,2020,Other
Suno India,media,Angel and Grants,111909478.7413793,unknown,2020,Other
LendingKart,fintech,Series A to Series H,16076000.0,Ahmedabad,2020,Technology
Text Mercato,nan,Series A to Series H,649600.0,Bangalore,2020,Other
Eden Smart Homes,iot,unknown,111909478.7413793,unknown,2020,Other
GrayQuest,edtech,Early Stage,1000000.0,Mumbai,2020,Technology
BigHaat,agritech,Early Stage,2000000.0,Bangalore,2020,Technology
CityCash,fintech,Early Stage,1000000.0,Mumbai,2020,Technology
HomeLane,interior design,Series A to Series H,1000000.0,Chennai,2020,Other
HungerBox,foodtech,Series A to Series H,6700000.0,Bangalore,2020,Technology
DaveAI,ai,unknown,111909478.7413793,Bangalore,2020,Other
Eduvanz,fintech,Series A to Series H,5000000.0,Mumbai,2020,Technology
ZipLoan,fintech,unknown,2000000.0,Delhi,2020,Technology
DocSumo,ai,Early Stage,220000.0,Mumbai,2020,Other
CUSMAT,ar/vr,unknown,111909478.7413793,Warangal,2020,Other
Chingari,media,Early Stage,1300000.0,Bangalore,2020,Other
Bolo Indya,media,Early Stage,300000.0,Gurugram,2020,Other
Data Sutram,ai,unknown,266500.0,Kolkata,2020,Other
Wobot Intelligence,ai,Early Stage,2500000.0,Delhi,2020,Other
DrinkPrime,appliance,Early Stage,2879000.0,Bangalore,2020,Other
Infeedo,hr tech,unknown,700000.0,Gurugram,2020,Technology
Probus Smart Things,iot,Early Stage,111909478.7413793,Delhi,2020,Other
CrowdPouch,tech,Angel and Grants,111909478.7413793,Bangalore,2020,Technology
Rebel Foods,food tech,Series A to Series H,26500000.0,Mumbai,2020,Technology
Hevo,tech,Series A to Series H,8000000.0,Bangalore,2020,Technology
BigSpoon Foods,foodtech,Early Stage,2000000.0,Ahmedabad,2020,Technology
Chingari,media,Early Stage,1000000.0,Bangalore,2020,Other
ShareChat,media,unknown,351000.0,Bangalore,2020,Other
DatStop,hospitality,unknown,111909478.7413793,Delhi,2020,Other
IPHM Services,mental health,Early Stage,111909478.7413793,Mumbai,2020,Healthcare
Wellcure,healthtech,unknown,200000.0,Gurugram,2020,Technology
VilCart,ecommerce,Later Stage,111909478.7413793,Bangalore,2020,E-Commerce & Marketplace
Firescore,gaming,unknown,500000.0,Mumbai,2020,Other
BulBul,social commerce,unknown,111909478.7413793,Gurgaon,2020,E-Commerce & Marketplace
Toppr,edtech,Series A to Series H,46761000.0,Mumbai,2020,Technology
Pickright Technologies,fintech,Early Stage,175000.0,Bangalore,2020,Technology
Muse Wearables,tech,unknown,3000000.0,Chennai,2020,Technology
SATYA Microcapital,fintech,unknown,111909478.7413793,Delhi,2020,Technology
WYN Studio,media,Early Stage,111909478.7413793,Gurugram,2020,Other
Fourth Partner Energy,solar solution,unknown,15000000.0,Bangalore,2020,Other
Entri,edtech,Early Stage,1700000.0,Kochi,2020,Technology
Snack Amor,foodtech,unknown,111909478.7413793,Mumbai,2020,Technology
MPowered,saas,Early Stage,21000000.0,Gurugram,2020,Other
Leap Club,social e-commerce,unknown,111909478.7413793,Gurugram,2020,E-Commerce & Marketplace
Ather Energy,automobile,Series A to Series H,11241000.0,Bangalore,2020,Autommotive $ Transportation
Gigforce,hr tech,unknown,804000.0,Bangalore,2020,Technology
Vegrow,agritech,Early Stage,2500000.0,Bangalore,2020,Technology
Finn,fintech,Early Stage,111909478.7413793,Bangalore,2020,Technology
Bijnis,b2b marketplace,Series A to Series H,10000000.0,unknown,2020,E-Commerce & Marketplace
iNurture,edtech,unknown,1340000.0,Bangalore,2020,Technology
StyleDotMe,fashion tech,Early Stage,467000.0,Gurugram,2020,Technology
Ripsey,nutrition tech,unknown,133000.0,Mumbai,2020,Technology
ThriveFNC,health & wellness,Early Stage,111909478.7413793,Pune,2020,Healthcare
Vedantu,edtech,Series A to Series H,100000000.0,Bangalore,2020,Technology
Magicpin,nan,Series A to Series H,7000000.0,Gurugram,2020,Other
Procol,agritech,unknown,3823000.0,Delhi,2020,Technology
Yumlane,cloud kitchen,Early Stage,1000000.0,Mumbai,2020,Other
Crio,edtech,unknown,934000.0,Bangalore,2020,Technology
Openapp,iot,unknown,500000.0,Bangalore,2020,Other
PumPumPum,iot/automobile,unknown,293000.0,Gurugram,2020,Autommotive $ Transportation
uFony Services Pvt ltd,edtech,unknown,111909478.7413793,Pune,2020,Technology
Protinus Fashion Networking Pvt Ltd,fashion,Early Stage,111909478.7413793,Mumbai,2020,Other
Uable,edtech,Early Stage,111909478.7413793,Bangalore,2020,Technology
ParkSmart,iot,unknown,198000.0,Delhi,2020,Other
Plum,healthtech,Early Stage,927000.0,Bangalore,2020,Technology
IncNut Digital,ecommerce,Series A to Series H,4000000.0,Hyderabad,2020,E-Commerce & Marketplace
GigIndia,tech,Early Stage,971000.0,Pune,2020,Technology
Specsmaker,eye wear,unknown,3060000.0,Chennai,2020,Other
Piggy Ride,saas,Early Stage,1862000.0,Bangalore,2020,Other
Chai Waale,beverage,unknown,232000.0,Chennai,2020,Food & Agriculture
NOTO,food,Early Stage,111909478.7413793,Mumbai,2020,Food & Agriculture
Cuemath,edtech,Series A to Series H,2888000.0,Bangalore,2020,Technology
Cars24,automobile,unknown,1328000.0,Gurgaon,2020,Autommotive $ Transportation
JetSynthesys,digital tech,unknown,40000000.0,Pune,2020,Technology
Earth Energy EV,automobile,Early Stage,111909478.7413793,Mumbai,2020,Autommotive $ Transportation
Green Cure,health & wellness,unknown,111909478.7413793,Delhi,2020,Healthcare
Blue Sky Analytics,data intelligence,Early Stage,1200000.0,Gurugram,2020,Other
Edhusk,edtech,unknown,111909478.7413793,Jaipur,2020,Technology
Decentro,fintech,Series A to Series H,15500000.0,Bangalore,2020,Technology
Zolostays,co-living,Series A to Series H,56000000.0,Bangalore,2020,Other
Frontier Markets,ecommerce,Early Stage,2250000.0,Jaipur,2020,E-Commerce & Marketplace
Brainwired,agritech,unknown,111909478.7413793,Kerala,2020,Technology
Aye Finance,fintech,Series A to Series H,16753000.0,Gurugram,2020,Technology
Paper Boat,food & beverages,unknown,3700000.0,Gurugram,2020,Food & Agriculture
Ken42,edtech,unknown,1470000.0,Bangalore,2020,Technology
Forbidden Foods,food,Early Stage,1000000.0,Delhi,2020,Food & Agriculture
Universal Sportsbiz,fashion,unknown,530000.0,Bangalore,2020,Other
Gobbly,retail tech,Early Stage,500000.0,Gurugram,2020,Technology
Aerostrovilos,automotive,unknown,111909478.7413793,Chennai,2020,Autommotive $ Transportation
Mitron,media,Early Stage,267000.0,Bangalore,2020,Other
Bulk MRO,b2b,unknown,3344000.0,Mumbai,2020,Other
Inspektlabs,ai,Early Stage,600000.0,Delhi,2020,Other
Big Bang Boom Solutions,defense tech,Series A to Series H,1000000.0,Chennai,2020,Technology
Flinto,edtech,Early Stage,7200000.0,Chennai,2020,Technology
Zetwerk,marketplace,Series A to Series H,21000000.0,Bangalore,2020,E-Commerce & Marketplace
ChitMonks,fintech,Early Stage,650000.0,Hyderabad,2020,Technology
Walrus,fintech,Early Stage,111909478.7413793,Bangalore,2020,Technology
Arth Designbuild,construction tech,unknown,1100000.0,Hyderebad,2020,Technology
goDutch,fintech,Early Stage,1700000.0,Mumbai,2020,Technology
Rusk Media,digital media,Early Stage,111909478.7413793,Delhi,2020,Other
Bold Care,health & wellness,Early Stage,111909478.7413793,Mumbai,2020,Healthcare
Samosa Party,food,unknown,111909478.7413793,Bangalore,2020,Food & Agriculture
High Street Essentials,ecommerce,Early Stage,2743000.0,New Delhi,2020,E-Commerce & Marketplace
Byju's,edtech,unknown,111909478.7413793,Bangalore,2020,Technology
Slice,fintech,Early Stage,6082000.0,Bangalore,2020,Technology
Bombay Play,gaming,Early Stage,1500000.0,Bangalore,2020,Other
Fullife,healthtech,unknown,6609000.0,Mumbai,2020,Technology
Oziva,nutrition,Series A to Series H,5000000.0,unknown,2020,Other
Aye Finance,fintech,Series A to Series H,27700000.0,Gurugram,2020,Technology
Aether Biomedical,medtech,Early Stage,111909478.7413793,Delhi,2020,Technology
91springboard,coworking,unknown,5940000.0,Delhi,2020,Other
Yulu,micro-mobiity,unknown,3964000.0,unknown,2020,Other
Milkbasket,logistics,unknown,5500000.0,Gurugram,2020,Autommotive $ Transportation
MergerDomo,marketplace,unknown,197000.0,Noida,2020,E-Commerce & Marketplace
GoMechanic,auto-tech,Series A to Series H,111909478.7413793,Delhi,2020,Technology
Milk Mantra,food,unknown,10000000.0,Odisha,2020,Food & Agriculture
Myglamm,beauty,unknown,4327000.0,Mumbai,2020,Other
Drishti Technologies,ai,Series A to Series H,25000000.0,Bangalore,2020,Other
Instasolv,edtech,Early Stage,2000000.0,Noida,2020,Technology
GoldenPi,fintech,unknown,459000.0,Bangalore,2020,Technology
Peppermint,robotics,Early Stage,111909478.7413793,unknown,2020,Other
Sarva,yoga & wellness,unknown,111909478.7413793,Mumbai,2020,Healthcare
Jai Kisan,fintech,Early Stage,3937000.0,Mumbai,2020,Technology
Agro2o,agritech,unknown,111909478.7413793,New Delhi,2020,Technology
LetsTransport,logitech,unknown,1313500.0,Bangalore,2020,Technology
GabbarDeals,ecommerce,unknown,111909478.7413793,Pune,2020,E-Commerce & Marketplace
Crimson Healthcare,med tech,unknown,229800.0,Delhi,2020,Technology
Biomoneta,life sciences,Early Stage,111909478.7413793,Bangalore,2020,Other
Edvizo,edtech,Early Stage,150000.0,Bangalore,2020,Technology
Servify,saas,Series A to Series H,11370000.0,Mumbai,2020,Other
Drum Food,food,unknown,5305000.0,Mumbai,2020,Food & Agriculture
Innoviti,saas,Series A to Series H,111909478.7413793,Bangalore,2020,Other
Jiffy ai,ai,Series A to Series H,18000000.0,unknown,2020,Other
Postman,tech,Series A to Series H,150000000.0,unknown,2020,Technology
F5,retail aggregator,unknown,111909478.7413793,unknown,2020,Other
Waycool,agritech,Series A to Series H,5500000.0,Chennai,2020,Technology
Myelin Foundry,deep tech ai,unknown,111909478.7413793,unknown,2020,Technology
Ameliorate Biotech,biotech,Angel and Grants,264000.0,Bangalore,2020,Technology
Hapramp,blockchain,unknown,1000000.0,Gurugram,2020,Other
MyKaam,hrtech,unknown,111909478.7413793,Bangalore,2020,Technology
HealthPlix,healthtech,Series A to Series H,6000000.0,Bangalore,2020,Technology
YoloBus,mobility/transport,Series A to Series H,3300000.0,Gurugram,2020,Autommotive $ Transportation
iNurture Education,edtech,unknown,4000000.0,unknown,2020,Technology
Pocket52,gaming,Series A to Series H,1750000.0,Bangalore,2020,Other
QuaQua,travel,unknown,1000000.0,Hyderabad,2020,Other
Crofarm,agritech,unknown,1000000.0,Delhi,2020,Technology
Timios,foodtech,Early Stage,111909478.7413793,Bangalore,2020,Technology
Wooden Street,ecommerce,Series A to Series H,3000000.0,Jaipur,2020,E-Commerce & Marketplace
BankBazaar,fintech,Series A to Series H,5967000.0,Chennai,2020,Technology
Rentmojo,rental,unknown,2980000.0,Bangalore,2020,Other
Credgencies,ai & debt,Early Stage,111909478.7413793,unknown,2020,Other
Knorish,saas/edtech,Early Stage,323000.0,Delhi,2020,Technology
LetsTransport,logitech,unknown,1326000.0,Bangalore,2020,Technology
Vahak,transport,Early Stage,111909478.7413793,unknown,2020,Autommotive $ Transportation
Nutrova,nutrition,Early Stage,111909478.7413793,Mumbai,2020,Other
Cube Wealth,saas,Later Stage,500000.0,Mumbai,2020,Other
IVF Access,healthtech,Series A to Series H,5000000.0,Bangalore,2020,Technology
Hoi Foods,foodtech,Early Stage,2000000.0,Delhi,2020,Technology
Ola Financial Services,fintech,Series A to Series H,27000000.0,Bangalore,2020,Technology
Awifs,co-working,unknown,5200000.0,Delhi,2020,Other
Dunzo,logistics,unknown,55000000.0,Bangalore,2020,Autommotive $ Transportation
Swiflearn,edtech,Early Stage,111909478.7413793,Gurugram,2020,Technology
Remedo,healthtech,Early Stage,111909478.7413793,Delhi,2020,Technology
Blowhorn,logistics,unknown,111909478.7413793,Bangalore,2020,Autommotive $ Transportation
Toch,ai,Early Stage,1000000.0,Mumbai,2020,Other
Gram Cover,insurtech,Early Stage,111909478.7413793,Noida,2020,Technology
Coin DCX,cryptocurrency,unknown,2500000.0,Mumbai,2020,Other
HomeCapital,fintech,unknown,111909478.7413793,Mumbai,2020,Technology
Euler Motors,automotive tech,Series A to Series H,2530000.0,Delhi,2020,Technology
Riskcovry,insurtech,Early Stage,111909478.7413793,Mumbai,2020,Technology
NWNT (No Worry No Tension Healthcare),healthtech,Early Stage,111909478.7413793,Delhi,2020,Technology
Voicezen,ai,unknown,111909478.7413793,Gurugram,2020,Other
Leap Club,nan,Early Stage,340000.0,Gurugram,2020,Other
Credit Mantri,fintech,unknown,792000.0,Chennai,2020,Technology
Xtracap,fintech,unknown,1000000.0,Gurugram,2020,Technology
Tring,media,unknown,111909478.7413793,Mumbai,2020,Other
Vakilsearch,legal,unknown,111909478.7413793,Chennai,2020,Other
Khatabook,fintech,Series A to Series H,60000000.0,Bangalore,2020,Technology
LendingKart,fintech,Series A to Series H,11363000.0,Ahmedabad,2020,Technology
Illumnus,edtech,Early Stage,100000.0,unknown,2020,Technology
LetsTransport,logitech,unknown,1715000.0,Bangalore,2020,Technology
Eggoz,agritech,Early Stage,329000.0,Bihar,2020,Technology
Winuall,edtech,unknown,111909478.7413793,Bangalore,2020,Technology
Indian School Finance Company,fintech,Early Stage,5271000.0,Hyderabad,2020,Technology
Juicy Chemistry,nan,Series A to Series H,650000.0,unknown,2020,Other
DeepTek,healthtech,unknown,111909478.7413793,Pune,2020,Technology
Stepathlon Lifestyle,fitness,unknown,111909478.7413793,Mumbai,2020,Other
Sindhuja Microcredit,fintech,unknown,8700000.0,Noida,2020,Technology
Rentmojo,rental,unknown,3226000.0,Bangalore,2020,Other
Tesco Charge Zone,ev,unknown,111909478.7413793,Gujarat,2020,Other
Intello Labs,supply chain,Series A to Series H,5900000.0,Gurugram,2020,Other
SirionLabs,saas,Series A to Series H,44000000.0,Gurugram,2020,Other
Magicpin,nan,unknown,3879000.0,Gurugram,2020,Other
GroCurv,b2b,Early Stage,111909478.7413793,Gurugram,2020,Other
Refrens,saas,Early Stage,1000000.0,Bangalore,2020,Other
Shiprocket,logitech,Series A to Series H,13000000.0,unknown,2020,Technology
Spyne,ai,Early Stage,111909478.7413793,Gurugram,2020,Other
Nykaa,ecommerce,unknown,8800000.0,Mumbai,2020,E-Commerce & Marketplace
Docsapp,healthtech,unknown,9500000.0,Bangalore,2020,Technology
Phable,healthtech,Early Stage,1000000.0,unknown,2020,Technology
Generic Aadhaar,pharma,unknown,111909478.7413793,unknown,2020,Other
Nium,fintech,unknown,111909478.7413793,unknown,2020,Technology
Mintoak,fintech,Early Stage,2000000.0,Mumbai,2020,Technology
VestSpace,spacetech,unknown,10000000.0,Pune,2020,Technology
Blackbuck,logistics,unknown,111909478.7413793,Bangalore,2020,Autommotive $ Transportation
Vernacular ai,ai,Series A to Series H,5100000.0,Bangalore,2020,Other
Clover,agritech,unknown,920000.0,Bangalore,2020,Technology
Varthana,fintech,Series A to Series H,15000000.0,Bangalore,2020,Technology
Codeninja,saas,Early Stage,111909478.7413793,Bangalore,2020,Other
MetaMerphoSys,insurance technology,Early Stage,111909478.7413793,Pune,2020,Technology
Rooter,gaming,Early Stage,1700000.0,Delhi,2020,Other
Aker Foods,foodtech & logistics,unknown,111909478.7413793,Pune,2020,Technology
Sascan Meditech pvt ltd,healthtech,unknown,111909478.7413793,Kerala,2020,Technology
DailyHunt,media,unknown,35600000.0,unknown,2020,Other
Pratilipi,media,Series A to Series H,9400000.0,Bangalore,2020,Other
Biryani By Kilo,food,Series A to Series H,790000.0,Delhi,2020,Food & Agriculture
Consure Medical,healthtech,unknown,480000.0,Delhi,2020,Technology
Servify,nan,unknown,250000.0,Mumbai,2020,Other
Tessol,logistics,Series A to Series H,160000.0,Mumbai,2020,Autommotive $ Transportation
Remedo,healthtech,Early Stage,111909478.7413793,Noida,2020,Technology
News Reach,media,unknown,111909478.7413793,Ahmedabad,2020,Other
RoomSoom,housing,unknown,111909478.7413793,Noida,2020,Other
Pedagogy,edtech,unknown,400000.0,unknown,2020,Technology
Classplus,edtech,Series A to Series H,8200000.0,Delhi,2020,Technology
Medlife,pharmaceutical,unknown,15500000.0,Bangalore,2020,Other
Qin1,edtech,unknown,111909478.7413793,Noida,2020,Technology
MYSUN,tech,Early Stage,4257000.0,Delhi,2020,Technology
ShopX,ecommerce,unknown,1410000.0,Bangalore,2020,E-Commerce & Marketplace
Sarva,yoga & wellness,unknown,111909478.7413793,unknown,2020,Healthcare
Expertrons,ai,Early Stage,111909478.7413793,Mumbai,2020,Other
NewsBytes,digital media,Series A to Series H,1500000.0,Gurugram,2020,Other
Wagonfly,nan,unknown,500000.0,Bangalore,2020,Other
NIRA,fintech,Early Stage,2100000.0,unknown,2020,Technology
Convosight,data analytics,Early Stage,4000000.0,Hyderabad,2020,Other
Fittr,fitness,unknown,2000000.0,Pune,2020,Other
AsknBid,investment tech,unknown,111909478.7413793,Bangalore,2020,Technology
Bira91,beverage,Series A to Series H,20000000.0,Bangalore,2020,Food & Agriculture
Finaureus Technologies,fintech,Early Stage,111909478.7413793,Pune,2020,Technology
Daily Ninja,ecommerce,unknown,349800.0,Haryana,2020,E-Commerce & Marketplace
